kingdom	phylum	class	order	family	name	genus	species	author	taxonID	fossil_status
Animalia	Chordata	Aves	Strigiformes	Strigidae	Aegolius harrisii	Aegolius	harrisii	(Cassin, 1849)	5232210	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio capensis	Asio	capensis	(A.Smith, 1834)	2497288	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio clamator	Asio	clamator	(Vieillot, 1808)	2497774	Resampled
Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo ascalaphus	Bubo	ascalaphus	Savigny, 1809	5959134	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo lacteus	Bubo	lacteus	(Temminck, 1820)	5959139	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Glaucidium costaricanum	Glaucidium	costaricanum	L.Kelso, 1937	5232166	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Glaucidium cuculoides	Glaucidium	cuculoides	(Vigors, 1831)	5232143	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Glaucidium minutissimum	Glaucidium	minutissimum	(Wied-Neuwied, 1830)	5232131	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Megascops atricapilla	Megascops	atricapilla	(Temminck, 1822)	2497388	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Megascops koepckeae	Megascops	koepckeae	(Hekstra, 1982)	2497326	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Ninox ios	Ninox	ios	Rasmussen, 1999	2497791	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Ninox odiosa	Ninox	odiosa	P.L.Sclater, 1877	2497825	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Ninox philippensis	Ninox	philippensis	Bonaparte, 1855	2497853	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus capnodes	Otus	capnodes	(Gurney, 1889)	5232283	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus collari	Otus	collari	Lambert & Rasmussen, 1998	5232355	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus mirus	Otus	mirus	Ripley & Rabor, 1968	5232285	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Pulsatrix melanota	Pulsatrix	melanota	(Tschudi, 1844)	2497886	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix seloputo	Strix	seloputo	Horsfield, 1821	2497492	no
Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix uralensis	Strix	uralensis	Pallas, 1771	2497509	no
Animalia	Chordata	Aves	Suliformes	Anhingidae	Anhinga melanogaster	Anhinga	melanogaster	Pennant, 1769	2482081	no
Animalia	Chordata	Aves	Suliformes	Anhingidae	Anhinga novaehollandiae	Anhinga	novaehollandiae	(Gould, 1847)	2482085	no
Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo albiventer	Leucocarbo	albiventer	(Lesson, 1831)	6066499	no
Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo bougainvilliorum	Leucocarbo	bougainvilliorum	Lesson, 1837	2481884	Resampled
Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Leucocarbo carunculatus	Leucocarbo	carunculatus	(Gmelin, 1789)	4848924	no
Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Microcarbo coronatus	Microcarbo	coronatus	(Wahlberg, 1855)	6066517	no
Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax carbo	Phalacrocorax	carbo	(Linnaeus, 1758)	2481890	no
Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax fuscescens	Phalacrocorax	fuscescens	(Vieillot, 1817)	2481867	no
Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax magellanicus	Phalacrocorax	magellanicus	(Gmelin, 1789)	2481856	no
Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax nigrogularis	Phalacrocorax	nigrogularis	Ogilvie-Grant & H.O.Forbes, 1899	2481894	no
Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax pygmaeus	Phalacrocorax	pygmaeus	(Pallas, 1773)	4848931	no
Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax sulcirostris	Phalacrocorax	sulcirostris	(Brandt, 1837)	2481895	no
Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Stictocarbo punctatus	Stictocarbo	punctatus	(Sparrman, 1786)	4848937	no
Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Urile penicillatus	Urile	penicillatus	(Brandt, 1837)	2481892	Resampled
Animalia	Chordata	Aves	Suliformes	Sulidae	Papasula abbotti	Papasula	abbotti	(Ridgway, 1893)	2480983	no
Animalia	Chordata	Aves	Suliformes	Sulidae	Sula dactylatra	Sula	dactylatra	Lesson, 1831	2480967	no
Animalia	Chordata	Aves	Suliformes	Sulidae	Sula granti	Sula	granti	Rothschild, 1902	2480971	no
Animalia	Chordata	Aves	Suliformes	Sulidae	Sula nebouxii	Sula	nebouxii	Milne-Edwards, 1882	2480978	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus atrocapillus	Crypturellus	atrocapillus	(Tschudi, 1844)	2477529	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus berlepschi	Crypturellus	berlepschi	(Rothschild, 1897)	2477528	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus boucardi	Crypturellus	boucardi	(P.L.Sclater, 1860)	2477567	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus brevirostris	Crypturellus	brevirostris	(Pelzeln, 1863)	2477532	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus erythropus	Crypturellus	erythropus	(Pelzeln, 1863)	2477546	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus obsoletus	Crypturellus	obsoletus	(Temminck, 1815)	2477535	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus ptaritepui	Crypturellus	ptaritepui	J.T.Zimmer & Phelps, 1945	2477506	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus strigulosus	Crypturellus	strigulosus	(Temminck, 1815)	2477559	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus tataupa	Crypturellus	tataupa	(Temminck, 1815)	2477522	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus variegatus	Crypturellus	variegatus	(J.F.Gmelin, 1789)	2477527	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Nothoprocta curvirostris	Nothoprocta	curvirostris	P.L.Sclater & Salvin, 1873	2477572	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Nothoprocta ornata	Nothoprocta	ornata	(G.R.Gray, 1867)	2477575	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Nothoprocta taczanowskii	Nothoprocta	taczanowskii	P.L.Sclater & Salvin, 1875	2477596	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Nothura maculosa	Nothura	maculosa	(Temminck, 1815)	2477600	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Rhynchotus maculicollis	Rhynchotus	maculicollis	G.R.Gray, 1867	2477462	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus guttatus	Tinamus	guttatus	Pelzeln, 1863	2477621	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus osgoodi	Tinamus	osgoodi	Conover, 1949	2477618	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus solitarius	Tinamus	solitarius	(Vieillot, 1819)	2477627	no
Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus tao	Tinamus	tao	Temminck, 1815	2477622	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Euptilotis neoxenus	Euptilotis	neoxenus	(Gould, 1838)	2496632	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Harpactes ardens	Harpactes	ardens	(Temminck, 1826)	5232045	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Harpactes fasciatus	Harpactes	fasciatus	(Pennant, 1769)	5232051	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Harpactes kasumba	Harpactes	kasumba	(Raffles, 1822)	5232070	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Harpactes oreskios	Harpactes	oreskios	(Temminck, 1823)	5232055	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Harpactes whiteheadi	Harpactes	whiteheadi	Sharpe, 1888	5232069	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Pharomachrus auriceps	Pharomachrus	auriceps	(Gould, 1842)	2496720	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Pharomachrus fulgidus	Pharomachrus	fulgidus	(Gould, 1838)	2496715	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Pharomachrus mocinno	Pharomachrus	mocinno	De la Llave, 1832	2496723	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Priotelus temnurus	Priotelus	temnurus	(Temminck, 1825)	5232027	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Trogon citreolus	Trogon	citreolus	Gould, 1835	2496670	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Trogon collaris	Trogon	collaris	Vieillot, 1817	2496700	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Trogon comptus	Trogon	comptus	Zimmer, 1948	2496669	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Trogon curucui	Trogon	curucui	Linnaeus, 1766	2496659	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Trogon elegans	Trogon	elegans	Gould, 1834	9323342	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Trogon massena	Trogon	massena	Gould, 1838	2496643	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Trogon melanocephalus	Trogon	melanocephalus	Gould, 1836	2496699	no
Animalia	Chordata	Aves	Trogoniformes	Trogonidae	Trogon personatus	Trogon	personatus	Gould, 1842	2496673	no
Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Ichthyomyzon fossor	Ichthyomyzon	fossor	Reighard & Cummins, 1916	2421249	no
Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Atelomycterus fasciatus	Atelomycterus	fasciatus	Compagno & Stevens, 1993	2418648	no
Animalia	Chordata	Elasmobranchii	Heterodontiformes	Heterodontidae	Heterodontus zebra	Heterodontus	zebra	Gray, 1831	5215669	Resampled
Animalia	Chordata	Elasmobranchii	Hexanchiformes	Chlamydoselachidae	Chlamydoselachus anguineus	Chlamydoselachus	anguineus	Garman, 1884	2420627	no
Animalia	Chordata	Elasmobranchii	Orectolobiformes	Hemiscylliidae	Chiloscyllium caeruleopunctatum	Chiloscyllium	caeruleopunctatum	Pellegrin, 1914	2417630	no
Animalia	Chordata	Elasmobranchii	Pristiophoriformes	Pristiophoridae	Pristiophorus japonicus	Pristiophorus	japonicus	Günther, 1870	2417827	no
Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Breviraja spinosa	Breviraja	spinosa	Bigelow & Schroeder, 1950	2419817	no
Animalia	Chordata	Elasmobranchii	Rhinopristiformes	Rhinobatidae	Acroteriobatus leucospilus	Acroteriobatus	leucospilus	(Norman, 1926)	9514198	no
Animalia	Chordata	Elasmobranchii	Squaliformes	Somniosidae	Centroscymnus plunketi	Centroscymnus	plunketi	(Waite, 1910)	2421189	no
Animalia	Chordata	Elasmobranchii	Squatiniformes	Squatinidae	Squatina punctata	Squatina	punctata	Marini, 1936	2417803	no
Animalia	Chordata	Elasmobranchii	Torpediniformes	Narcinidae	Discopyge tschudii	Discopyge	tschudii	Heckel, 1846	2417718	no
Animalia	Chordata	Mammalia	Afrosoricida	Chrysochloridae	Amblysomus corriae	Amblysomus	corriae	Thomas, 1905	5218448	no
Animalia	Chordata	Mammalia	Afrosoricida	Chrysochloridae	Amblysomus hottentotus	Amblysomus	hottentotus	(A.Smith, 1829)	5218439	no
Animalia	Chordata	Mammalia	Afrosoricida	Chrysochloridae	Calcochloris leucorhinus	Calcochloris	leucorhinus	(Huet, 1885)	2432186	no
Animalia	Chordata	Mammalia	Afrosoricida	Chrysochloridae	Chrysochloris asiatica	Chrysochloris	asiatica	(Linnaeus, 1758)	2432182	no
Animalia	Chordata	Mammalia	Afrosoricida	Chrysochloridae	Chrysochloris stuhlmanni	Chrysochloris	stuhlmanni	Matschie, 1894	2432178	no
Animalia	Chordata	Mammalia	Afrosoricida	Chrysochloridae	Eremitalpa granti	Eremitalpa	granti	(Broom, 1907)	2432155	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Geogale aurita	Geogale	aurita	Milne-Edwards & A.Grandidier, 1872	2432151	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Hemicentetes nigriceps	Hemicentetes	nigriceps	Günther, 1875	2432142	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Microgale brevicaudata	Microgale	brevicaudata	G.Grandidier, 1899	2432136	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Microgale cowani	Microgale	cowani	Thomas, 1882	2432121	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Microgale dryas	Microgale	dryas	Jenkins, 1992	2432137	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Microgale gymnorhyncha	Microgale	gymnorhyncha	Jenkins, Goodman & Raxworthy, 1996	2432126	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Microgale melanorrhachis	Microgale	melanorrhachis	Morrison-Scott, 1948	8834567	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Microgale monticola	Microgale	monticola	Goodman & Jenkins, 1998	2432134	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Microgale soricoides	Microgale	soricoides	Jenkins, 1993	2432135	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Microgale taiva	Microgale	taiva	Major, 1896	2432128	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Microgale talazaci	Microgale	talazaci	Major, 1896	2432132	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Micropotamogale lamottei	Micropotamogale	lamottei	Heim de Balsac, 1954	2432140	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Oryzorictes tetradactylus	Oryzorictes	tetradactylus	Milne-Edwards & A.Grandidier, 1882	2432111	no
Animalia	Chordata	Mammalia	Afrosoricida	Tenrecidae	Setifer setosus	Setifer	setosus	(Schreber, 1778)	5218437	no
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos grunniens	Bos	grunniensis	Linnaeus, 1766	2441019	Resampled
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Capra ibex	Capra	ibex	Linnaeus, 1758	2441055	Resampled
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Capricornis crispus	Capricornis	crispus	(Temminck, 1836)	4262615	no
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Cephalophus callipygus	Cephalophus	callipygus	Peters, 1876	2441170	no
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Cephalophus ogilbyi	Cephalophus	ogilbyi	(Waterhouse, 1838)	2441169	Resampled
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Connochaetes taurinus	Connochaetes	taurinus	(Burchell, 1823)	2441105	Resampled
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Gazella gazella	Gazella	gazella	(Pallas, 1766)	5220154	Resampled
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Madoqua saltiana	Madoqua	saltiana	Thomas, 1894	8622468	no
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Neotragus pygmaeus	Neotragus	pygmaeus	(Linnaeus, 1758)	2441073	no
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis ammon	Ovis	ammon	Lydekker, 1898	9217037	no
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Procapra przewalskii	Procapra	przewalskii	(Büchner, 1891)	2441148	no
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Raphicerus campestris	Raphicerus	campestris	(Thunberg, 1811)	2441141	no
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Saiga tatarica	Saiga	tatarica	(Linnaeus, 1766)	2441067	no
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Syncerus caffer	Syncerus	caffer	(Sparrman, 1779)	2441034	no
Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Taurotragus oryx	Taurotragus	oryx	(Pallas, 1766)	5220167	no
Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Mazama americana	Mazama	americana	(Erxleben, 1777)	5220123	no
Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Muntiacus puhoatensis	Muntiacus	puhoatensis	Trai, 1997	4262417	Resampled
Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Muntiacus reevesi	Muntiacus	reevesi	(Ogilby, 1839)	2440946	no
Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Muntiacus vuquangensis	Muntiacus	vuquangensis	(Tuoc, Dung, Dawson, Arctander & Mackinnon, 1994)	4262425	no
Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Pudu puda	Puda	puda	(Molina, 1782)	2440911	Resampled
Animalia	Chordata	Mammalia	Artiodactyla	Tragulidae	Hyemoschus aquaticus	Hyemoschus	aquaticus	(Ogilby, 1841)	2441230	no
Animalia	Chordata	Mammalia	Carnivora	Canidae	Cerdocyon thous	Cerdocyon	thous	(Linnaeus, 1766)	2434584	no
Animalia	Chordata	Mammalia	Carnivora	Canidae	Chrysocyon brachyurus	Chrysocyon	brachyurus	(Illiger, 1815)	2434450	no
Animalia	Chordata	Mammalia	Carnivora	Canidae	Lycalopex gymnocercus	Lycalopex	gymnocercus	(G.Fischer, 1814)	2434333	no
Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes chama	Vulpes	chama	(A.Smith, 1833)	5219236	no
Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes vulpes	Vulpes	vulpes	Linnaeus, 1758	5219243	Resampled
Animalia	Chordata	Mammalia	Carnivora	Felidae	Felis catus	Felis	catus	Linnaeus, 1758	2435035	no
Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus guigna	Leopardus	guigna	(Molina, 1782)	2434923	no
Animalia	Chordata	Mammalia	Carnivora	Felidae	Neofelis diardi	Neofelis	diardi	(G.Cuvier, 1823)	5787229	no
Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera onca	Panthera	onca	(Linnaeus, 1758)	5219426	no
Animalia	Chordata	Mammalia	Carnivora	Herpestidae	Bdeogale nigripes	Bdeogale	nigripes	Pucheran, 1855	2434123	no
Animalia	Chordata	Mammalia	Carnivora	Herpestidae	Dologale dybowskii	Dologale	dybowskii	(Pousargues, 1893)	2434115	no
Animalia	Chordata	Mammalia	Carnivora	Mephitidae	Spilogale angustifrons	Spilogale	angustifrons	Howell, 1902	2434825	no
Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes martes	Martes	martes	(Linnaeus, 1758)	5218878	no
Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes zibellina	Martes	zibellina	(Linnaeus, 1758)	5218826	no
Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mellivora capensis	Mellivora	capensis	Thomas & Wroughton, 1907	8746848	no
Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela erminea	Mustela	erminea	Bonaparte, 1838	8719960	no
Animalia	Chordata	Mammalia	Carnivora	Otariidae	Arctocephalus forsteri	Arctocephalus	forsteri	(Lesson, 1828)	2433474	no
Animalia	Chordata	Mammalia	Carnivora	Procyonidae	Procyon lotor	Procyon	lotor	(Linnaeus, 1758)	5218786	no
Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus maritimus	Ursus	maritimus	Phipps, 1774	2433451	Resampled
Animalia	Chordata	Mammalia	Carnivora	Viverridae	Genetta pardina	Genetta	pardina	I.Geoffroy Saint-Hilaire, 1832	5219360	no
Animalia	Chordata	Mammalia	Carnivora	Viverridae	Viverra tangalunga	Viverra	tangalunga	Gray, 1832	5219330	no
Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera acutorostrata	Balaenoptera	acutorostrata	Lacépède, 1804	2440728	no
Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera bonaerensis	Balaenoptera	bonaerensis	Burmeister, 1867	7759914	no
Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera omurai	Balaenoptera	omurai	Wada, Oishi & Yamada, 2003	2440734	no
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Cephalorhynchus hectori	Cephalorhynchus	hectori	(P.-J.van Bénéden, 1881)	5220033	no
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Feresa attenuata	Feresa	attenuata	Gray, 1874	2440530	no
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Lagenorhynchus cruciger	Lagenorhynchus	cruciger	(Quoy & Gaimard, 1824)	5220066	no
Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops aduncus	Tursiops	aduncus	(Ehrenberg, 1833)	2440455	no
Animalia	Chordata	Mammalia	Cetacea	Eschrichtiidae	Eschrichtius robustus	Eschrichtius	robustus	(Lilljeborg, 1861)	2440704	no
Animalia	Chordata	Mammalia	Cetacea	Hyperoodontidae	Berardius bairdii	Berardius	bairdii	Stejneger, 1883	2440388	no
Animalia	Chordata	Mammalia	Cetacea	Hyperoodontidae	Mesoplodon mirus	Mesoplodon	mirus	True, 1913	2440417	no
Animalia	Chordata	Mammalia	Cetacea	Hyperoodontidae	Tasmacetus shepherdi	Tasmacetus	shepherdi	Oliver, 1937	2440383	no
Animalia	Chordata	Mammalia	Cetacea	Iniidae	Lipotes vexillifer	Lipotes	vexillifer	Miller, 1918	2440328	no
Animalia	Chordata	Mammalia	Cetacea	Monodontidae	Monodon monoceros	Monodon	monoceros	Linnaeus, 1758	5220008	no
Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoena sinus	Phocoena	sinus	Norris & McFarland, 1958	2440665	no
Animalia	Chordata	Mammalia	Cetartiodactyla	Delphinidae	Delphinus delphis	Delphinus	delphis	Linnaeus, 1758	8324617	Resampled
Animalia	Chordata	Mammalia	Cetartiodactyla	Delphinidae	Orcaella brevirostris	Orcaella	brevirostris	(Owen, 1866)	2440460	Resampled
Animalia	Chordata	Mammalia	Cetartiodactyla	Delphinidae	Stenella clymene	Stenella	clymene	(Gray, 1950)	5220064	Resampled
Animalia	Chordata	Mammalia	Cetartiodactyla	Delphinidae	Stenella frontalis	Stenella	frontalis	(G.Cuvier, 1829)	5220045	Resampled
Animalia	Chordata	Mammalia	Cetartiodactyla	Delphinidae	Tursiops truncatus	Tursiops	truncatus	(Montagu, 1821)	2440447	Resampled
Animalia	Chordata	Mammalia	Chiroptera	Hipposideridae	Hipposideros jonesi	Hipposideros	jonesi	Hayman, 1947	5218578	no
Animalia	Chordata	Mammalia	Chiroptera	Hipposideridae	Hipposideros macrobullatus	Hipposideros	macrobullatus	Tate, 1941	5218567	Resampled
Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Cynomops greenhalli	Cynomops	greenhalli	Goodwin, 1958	4266508	no
Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Mops niveiventer	Mops	niveiventer	Cabrera & Ruxton, 1926	2433073	no
Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Otomops madagascariensis	Otomops	madagascariensis	Dorst, 1953	4266495	no
Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Platalina genovensium	Platalina	genovensium	Thomas, 1928	2433257	no
Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Dobsonia minor	Dobsonia	minor	(Dobson, 1879)	2432825	no
Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Pteropus anetianus	Pteropus	anetianus	(Gray, 1870)	5218677	no
Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Pteropus cognatus	Pteropus	cognatus	K.Andersen, 1908	5706995	no
Animalia	Chordata	Mammalia	Chiroptera	Pteropodidae	Pteropus livingstonii	Pteropus	livingstonii	Gray, 1866	5218694	no
Animalia	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus beddomei	Rhinolophus	beddomei	K.Andersen, 1905	7261961	no
Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Hypsugo pulveratus	Hypsugo	pulveratus	(Peters, 1871)	4266285	no
Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis adversus	Myotis	adversus	(Horsfield, 1824)	2432450	no
Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis altarium	Myotis	altarium	Thomas, 1911	2432407	no
Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis martiniquensis	Myotis	martiniquensis	LaVal, 1973	2432409	no
Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis oxygnathus	Myotis	oxygnathus	(Monticelli, 1885)	4266394	no
Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis septentrionalis	Myotis	septentrionalis	(Trouessart, 1897)	2432436	no
Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis welwitschii	Myotis	welwitschii	(Gray, 1866)	2432469	no
Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Nyctophilus arnhemensis	Nyctophilus	arnhemensis	Johnson, 1959	2432523	no
Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Scotorepens sanborni	Scotorepens	sanborni	(Troughton, 1937)	4266470	no
Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Cabassous centralis	Cabassous	centralis	(Miller, 1899)	2440806	no
Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Cabassous tatouay	Cabassous	tatouay	(Desmarest, 1804)	2440811	no
Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Cabassous unicinctus	Cabassous	unicinctus	(Linnaeus, 1758)	2440807	no
Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Calyptophractus retusus	Calyptophractus	retusus	(Burmeister, 1863)	2440821	no
Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Chaetophractus nationi	Chaetophractus	nationi	(Thomas, 1894)	2440815	no
Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Chlamyphorus truncatus	Chlamyphorus	truncatus	Harlan, 1825	5220098	no
Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Dasypus hybridus	Dasypus	hybridus	(Desmarest, 1804)	2440778	no
Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Dasypus kappleri	Dasypus	kappleri	Krauss, 1862	2440788	no
Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Dasypus minutus	Dasypus	minutus	(Desmarest, 1822)	9508820	no
Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Dasypus pilosus	Dasypus	pilosus	(Fitzinger, 1856)	2440777	no
Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Dasypus sabanicola	Dasypus	sabanicola	Mondolfi, 1968	2440787	no
Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Tolypeutes matacus	Tolypeutes	matacus	(Desmarest, 1804)	2440792	no
Animalia	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Antechinomys laniger	Antechinomys	laniger	(Gould, 1856)	2435419	no
