kingdom	phylum	class	order	family	name	genus	species	author	taxonID	fossil_status
Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Ceyx pusillus	Ceyx	pusillus	(Temminck, 1836)	2475547	Resampled
Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Corythornis cristatus	Corythornis	cristatus	Pallas, 1764	2475503	Resampled
Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Halcyon smyrnensis	Halcyon	smyrnensis	(Linnaeus, 1758)	5228328	no
Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Megaceryle alcyon	Megaceryle	alcyon	(Linnaeus, 1758)	2475472	no
Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Pelargopsis melanorhyncha	Pelargopsis	melanorhyncha	(Temminck, 1826)	5228411	no
Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Syma torotoro	Syma	torotoro	Lesson, 1827	9541141	no
Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Tanysiptera galatea	Tanysiptera	galatea	G.R.Gray, 1859	2475620	no
Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Tanysiptera nigriceps	Tanysiptera	nigriceps	P.L.Sclater, 1877	6100743	no
Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Todiramphus diops	Todiramphus	diops	(Temminck, 1824)	2475692	no
Animalia	Chordata	Aves	Coraciiformes	Brachypteraciidae	Atelornis crossleyi	Atelornis	crossleyi	Sharpe, 1875	2475333	no
Animalia	Chordata	Aves	Coraciiformes	Brachypteraciidae	Uratelornis chimaera	Uratelornis	chimaera	Rothschild, 1895	2475329	no
Animalia	Chordata	Aves	Coraciiformes	Coraciidae	Eurystomus glaucurus	Eurystomus	glaucurus	(Statius Muller, 1776)	5228294	no
Animalia	Chordata	Aves	Coraciiformes	Coraciidae	Eurystomus gularis	Eurystomus	gularis	Vieillot, 1819	5228291	no
Animalia	Chordata	Aves	Coraciiformes	Meropidae	Merops albicollis	Merops	albicollis	Vieillot, 1817	2475448	no
Animalia	Chordata	Aves	Coraciiformes	Meropidae	Merops apiaster	Merops	apiaster	Linnaeus, 1758	2475443	no
Animalia	Chordata	Aves	Coraciiformes	Meropidae	Merops bulocki	Merops	bulocki	Vieillot, 1817	2475426	no
Animalia	Chordata	Aves	Coraciiformes	Meropidae	Merops superciliosus	Merops	superciliosus	Linnaeus, 1766	2475440	no
Animalia	Chordata	Aves	Coraciiformes	Meropidae	Nyctyornis amictus	Nyctyornis	amictus	(Temminck, 1824)	2475461	no
Animalia	Chordata	Aves	Coraciiformes	Momotidae	Electron platyrhynchum	Electron	platyrhynchum	(Leadbeater, 1829)	2475321	no
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Carpococcyx renauldi	Carpococcyx	renauldi	Oustalet, 1896	2496390	no
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Centropus melanops	Centropus	melanops	Lesson, 1830	5231969	no
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Centropus menbeki	Centropus	menbeki	Lesson & Garnot, 1828	5231996	no
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Centropus milo	Centropus	milo	Gould, 1856	5231937	no
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Chalcites crassirostris	Chalcites	crassirostris	(Salvad.)	8966847	no
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Clamator jacobinus	Clamator	jacobinus	(Boddaert, 1783)	2496468	no
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Coccycua minuta	Coccycua	minuta	(Vieillot, 1817)	2496428	Resampled
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Coccyzus americanus	Coccyzus	americanus	(Linnaeus, 1758)	2496287	no
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Coccyzus melacoryphus	Coccyzus	melacoryphus	Vieillot, 1817	2496297	no
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Coccyzus vetula	Coccyzus	vetula	(Linnaeus, 1758)	2496300	Resampled
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Coua coquereli	Coua	coquereli	A.Grandidier, 1867	2496417	no
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Coua verreauxi	Coua	verreauxi	A.Grandidier, 1867	2496425	no
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Crotophaga sulcirostris	Crotophaga	sulcirostris	Swainson, 1827	2496211	no
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Cuculus saturatus	Cuculus	saturatus	Blyth, 1843	9548093	no
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Geococcyx velox	Geococcyx	velox	Hartlaub, 1844	9043769	Resampled
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Hierococcyx fugax	Hierococcyx	fugax	Horsfield, 1821	5231897	Resampled
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Neomorphus geoffroyi	Neomorphus	geoffroyi	Todd, 1925	5232015	Resampled
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Phaenicophaeus curvirostris	Phaenicophaeus	curvirostris	(Shaw, 1810)	2496397	Resampled
Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Phaenicophaeus tristis	Phaenicophaeus	tristis	(Lesson, 1830)	2496369	Resampled
Animalia	Chordata	Aves	Eurypygiformes	Rhynochetidae	Rhynochetos jubatus	Rhynochetos	jubatus	J.Verreaux & Des Murs, 1860	2474354	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Caracara plancus	Caracara	plancus	(J.F.Miller, 1777)	2480989	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco amurensis	Falco	amurensis	Radde, 1863	2480998	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco berigora	Falco	berigora	Vigors & Horsfield, 1827	2481059	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco biarmicus	Falco	biarmicus	Temminck, 1825	8014966	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco columbarius	Falco	columbarius	Linnaeus, 1758	9813242	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco concolor	Falco	concolor	Temminck, 1825	2481061	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco deiroleucus	Falco	deiroleucus	Temminck, 1825	2481021	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco hypoleucos	Falco	hypoleucos	Gould, 1841	2481044	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco jugger	Falco	jugger	J.E.Gray, 1834	2480999	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco rufigularis	Falco	rufigularis	Daudin, 1800	2481033	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco rusticolus	Falco	rusticolus	Linnaeus, 1758	8069880	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco zoniventris	Falco	zoniventris	W.Peters, 1854	2481036	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Micrastur gilvicollis	Micrastur	gilvicollis	(Vieillot, 1817)	2481084	no
Animalia	Chordata	Aves	Falconiformes	Falconidae	Micrastur semitorquatus	Micrastur	semitorquatus	(Vieillot, 1817)	2481088	no
