name,centroid_long,centroid_lat,fadaregion,name_2,mrgid
Kuvera ligustri,139.183939030928,35.4459115257732,PA,Palaearctic,"48568"
Psallus tonnaichanus,139.870989407264,39.6378230353099,PA,Palaearctic,"48568"
Arctorthezia cataphracta,5.09785369491525,64.1325025932203,PA,Palaearctic,"48568"
Cacopsylla crataegi,9.01016180357143,50.7565343392857,PA,Palaearctic,"48568"
Phimodera humeralis,15.6992834925373,45.0994376492476,PA,Palaearctic,"48568"
Praon abjectum,1.21500126190476,51.7516687857143,PA,Palaearctic,"48568"
Anteon tripartitum,-13.4226188548387,52.0559424112903,PA,Palaearctic,"48568"
Elasmus flabellatus,21.8503933648649,55.8961256216216,PA,Palaearctic,"48568"
Eurytoma strigifrons,7.098125,44.03285,PA,Palaearctic,"48568"
Diadegma erucator,6.12553790410959,54.4128181643836,PA,Palaearctic,"48568"
Megarhyssa superba,14.8491513364486,52.4037706168224,PA,Palaearctic,"48568"
Orthocentrus patulus,15.0211910909091,60.2617276363636,PA,Palaearctic,"48568"
Ceramius lusitanicus,1.70702825,41.6098653653846,PA,Palaearctic,"48568"
Chrysis varidens,-6.296760625,32.9222295,PA,Palaearctic,"48568"
Hoplitis inconspicua,90.5333331428571,51.7904761428571,PA,Palaearctic,"48568"
Agenioideus apicalis,4.96360723529412,50.3035676323529,PA,Palaearctic,"48568"
Heterarthrus aceris,5.67496262962963,50.0822373148148,PA,Palaearctic,"48568"
Pachynematus lichtwardti,7.0579457,55.85894562,PA,Palaearctic,"48568"
Pachynematus punctifrons,16.0977196,66.01392,PA,Palaearctic,"48568"
Periclista pubescens,3.25768902586207,50.4018826465517,PA,Palaearctic,"48568"
Bucculatrix nigricomella,13.8751068067362,57.2418876960706,PA,Palaearctic,"48568"
Anania verbascalis,14.449936298436,50.2096969419087,PA,Palaearctic,"48568"
Chiasmia aestimaria,12.9388477573872,41.8299707651633,PA,Palaearctic,"48568"
Gnophos sericaria,73.2555566666667,41.71111,PA,Palaearctic,"48568"
Idaea mancipiata,43.7644991666667,42.0653660833333,PA,Palaearctic,"48568"
Ramobia mediodivisa,137.970379378378,39.3045994054054,PA,Palaearctic,"48568"
Xanthorhoe abrasaria,-28.2277399817744,60.897737069263,PA,Palaearctic,"48568"
Acalyptris loranthella,17.3434,45.968,PA,Palaearctic,"48568"
Agrochola macilenta,5.60972054288388,53.6404822900925,PA,Palaearctic,"48568"
Phlogophora subpurpurea,92.1107640714286,28.9958929285714,PA,Palaearctic,"48568"
Ellida viridimixta,138.211969571429,39.0162496483516,PA,Palaearctic,"48568"
Epodonta lineata,136.18052192623,38.5236872418033,PA,Palaearctic,"48568"
Colias aurorina,32.6026353554502,38.5918940876777,PA,Palaearctic,"48568"
Myelois cribratella,3.24991264285714,46.9341389642857,PA,Palaearctic,"48568"
Acleris lacordairana,27.6331273888889,48.09389475,PA,Palaearctic,"48568"
Epiblema costipunctana,1.72790799336283,51.4742296792035,PA,Palaearctic,"48568"
Rhyacionia pinivorana,10.4366506977016,54.4946000775224,PA,Palaearctic,"48568"
Panorpa curva,104.940275,32.6104165,PA,Palaearctic,"48568"
Chrysoperla nipponensis,96.3875680371603,38.2783157900363,PA,Palaearctic,"48568"
Chrysoperla pallida,4.19914691666667,46.733080825,PA,Palaearctic,"48568"
Nineta inpunctata,26.7055981904762,54.8640518095238,PA,Palaearctic,"48568"
Osmylus pryeri,138.227319820542,37.414759086396,PA,Palaearctic,"48568"
Leucorrhinia rubicunda,10.6952416870378,54.3589937308842,PA,Palaearctic,"48568"
Oedipoda miniata,29.9657209295775,38.7917410892019,PA,Palaearctic,"48568"
Cyrtaspis scutata,-1.58631492834891,44.2573761152648,PA,Palaearctic,"48568"
Poecilimon thessalicus,22.8145127826087,39.6649715217391,PA,Palaearctic,"48568"
Leuctra insubrica,8.85726250980392,45.9549848529412,PA,Palaearctic,"48568"
Lunaceps cabanisi,-5.69864177777778,56.5573804444444,PA,Palaearctic,"48568"
Saemundssonia scolopacisphaeopodis,11.561771125,63.4270945,PA,Palaearctic,"48568"
Prionoglaris stygia,5.95202796875,49.15264784375,PA,Palaearctic,"48568"
Frontopsylla laeta,-3.83760661904762,49.350821047619,PA,Palaearctic,"48568"
Hoplothrips pedicularius,-11.5707017117988,46.6343208143134,PA,Palaearctic,"48568"
Liothrips setinodis,17.4405860392157,57.6787069803922,PA,Palaearctic,"48568"
Ceratothrips ericae,-14.2190246755952,43.8871691532738,PA,Palaearctic,"48568"
Chaetanaphothrips orchidii,-11.1935587068966,32.6555465172414,PA,Palaearctic,"48568"
Thrips praetermissus,14.0233333333333,47.8066666666667,PA,Palaearctic,"48568"
Silo rufescens,8.611837375,41.983029375,PA,Palaearctic,"48568"
Limnephilus pantodapus,23.7993602485714,66.8330874114286,PA,Palaearctic,"48568"
Pseudostenophylax fumosus,112.52925,32.35065,PA,Palaearctic,"48568"
Polycentropus mortoni,12.813775585034,41.978231292517,PA,Palaearctic,"48568"
Tinodes aligi,23.7088232352941,35.3666662352941,PA,Palaearctic,"48568"
Aquila chrysaetos,-32.8205155061429,48.4561201131967,PA,Palaearctic,"48568"
Gypaetus barbatus,19.1253889851888,40.3447242169979,PA,Palaearctic,"48568"
Gyps himalayensis,83.7189400437859,30.3289517171717,PA,Palaearctic,"48568"
Upupa epops,30.5317823521505,23.5826732572959,PA,Palaearctic,"48568"
Numenius phaeopus,-5.96286741305158,31.6445887466389,PA,Palaearctic,"48568"
Columba janthina,131.761751484272,31.2893082911708,PA,Palaearctic,"48568"
Streptopelia orientalis,112.346951018898,29.4190545073265,PA,Palaearctic,"48568"
Merops apiaster,13.8725479352495,24.0578254583902,PA,Palaearctic,"48568"
Cuculus saturatus,93.835882064258,31.6178006646163,PA,Palaearctic,"48568"
Falco columbarius,-32.046894604748,48.8318208235255,PA,Palaearctic,"48568"
Falco rusticolus,1.13030335430299,57.657203324897,PA,Palaearctic,"48568"
Ammoperdix griseogularis,50.07258648125,34.9663340522321,PA,Palaearctic,"48568"
Crex crex,6.41617169650285,56.3968167128509,PA,Palaearctic,"48568"
Chlamydotis macqueenii,61.3282118008357,31.4755343291551,PA,Palaearctic,"48568"
Otis tarda,0.763228792521174,42.5865503472274,PA,Palaearctic,"48568"
Phoenicopterus roseus,14.8947062674427,32.8495066994335,PA,Palaearctic,"48568"
Dendrocopos major,12.4886876656865,51.9231896966378,PA,Palaearctic,"48568"
Dryocopus martius,11.8149791738974,54.0068222282489,PA,Palaearctic,"48568"
Pterocles alchata,7.59338241065178,40.5725632528616,PA,Palaearctic,"48568"
Pterocles coronatus,27.0687869139992,29.0005484207482,PA,Palaearctic,"48568"
Pterocles orientalis,6.83078465737425,39.1936999388735,PA,Palaearctic,"48568"
Pterocles senegallus,31.7984866513094,28.1002849912706,PA,Palaearctic,"48568"
Syrrhaptes paradoxus,72.1088351439485,47.8809196075593,PA,Palaearctic,"48568"
Syrrhaptes tibetanus,80.7084959185393,33.5492104522472,PA,Palaearctic,"48568"
Bubo ascalaphus,32.4587986816275,27.8980102403523,PA,Palaearctic,"48568"
Strix uralensis,27.0016732324819,60.8504772222163,PA,Palaearctic,"48568"
Bos grunniens,85.7251327371274,39.2694460298103,PA,Palaearctic,"48568"
Capra ibex,8.20672021075957,44.6655634900904,PA,Palaearctic,"48568"
Capricornis crispus,138.735957207116,37.0955503057892,PA,Palaearctic,"48568"
Gazella gazella,35.3362080342237,32.2454244519867,PA,Palaearctic,"48568"
Procapra przewalskii,100.509912916667,37.0625580833333,PA,Palaearctic,"48568"
Saiga tatarica,28.3407313728814,49.970387440678,PA,Palaearctic,"48568"
Muntiacus reevesi,4.36696950482124,51.2113452939387,PA,Palaearctic,"48568"
Vulpes vulpes,27.5933535884292,34.9928158286689,PA,Palaearctic,"48568"
Martes martes,4.6683720225438,50.2583962627041,PA,Palaearctic,"48568"
Martes zibellina,120.577716443333,59.6865136637397,PA,Palaearctic,"48568"
Myotis altarium,110.635444166667,28.781716,PA,Palaearctic,"48568"
Myotis oxygnathus,10.7761821978022,42.3535748461539,PA,Palaearctic,"48568"
Erinaceus amurensis,126.981203079798,36.4984005181818,PA,Palaearctic,"48568"
Erinaceus europaeus,4.33333442786197,50.8412710201206,PA,Palaearctic,"48568"
Erinaceus roumanicus,33.1553293944648,49.1916155761921,PA,Palaearctic,"48568"
Hemiechinus auritus,48.3279792257002,34.6741985650726,PA,Palaearctic,"48568"
Mesechinus dauuricus,109.428152333333,49.4469555,PA,Palaearctic,"48568"
Paraechinus hypomelas,58.23212746875,30.8508660625,PA,Palaearctic,"48568"
Lepus coreanus,127.894941904227,36.4263047552321,PA,Palaearctic,"48568"
Lepus timidus,11.1096129498889,57.3638922815434,PA,Palaearctic,"48568"
Lepus yarkandensis,81.9051521428571,40.1698967142857,PA,Palaearctic,"48568"
Ochotona erythrotis,101.834355727273,32.4855313636364,PA,Palaearctic,"48568"
Ochotona nubrica,80.6449686363636,33.1208340909091,PA,Palaearctic,"48568"
Elephantulus rozeti,-4.43511872543353,31.9650151184971,PA,Palaearctic,"48568"
Equus hemionus,37.0075393579418,31.6740310917226,PA,Palaearctic,"48568"
Equus kiang,79.3898185346939,33.4231325714286,PA,Palaearctic,"48568"
Rhinoceros unicornis,85.3654344420485,26.7295333207547,PA,Palaearctic,"48568"
Macaca munzala,92.2273394,27.3718416,PA,Palaearctic,"48568"
Elephas maximus,-38.6541951315326,27.4141360185529,PA,Palaearctic,"48568"
Microtus agrestis,1.40141211428571,44.9927985142857,PA,Palaearctic,"48568"
Jaculus orientalis,13.8682576525199,32.1051578965517,PA,Palaearctic,"48568"
Chodsigoa parca,105.8025202,27.455812,PA,Palaearctic,"48568"
Neomys anomalus,5.94554344073507,45.4290219929556,PA,Palaearctic,"48568"
Sorex minutissimus,25.4552139251969,62.8788976062593,PA,Palaearctic,"48568"
Sorex volnuchini,41.4504532,43.9462672,PA,Palaearctic,"48568"
Galemys pyrenaicus,-0.729058629028968,42.5515410495716,PA,Palaearctic,"48568"
Talpa caeca,9.72417105412134,45.8606598911721,PA,Palaearctic,"48568"
Eremias pleskei,45.0389279263158,39.1449978105263,PA,Palaearctic,"48568"
Cepheus caucasicus,41.575,42.2,PA,Palaearctic,"48568"
Alinda stabilis,23.2848900832587,48.9791746347359,PA,Palaearctic,"48568"
Montenegrina tomorosi,20.19234188,40.63514808,PA,Palaearctic,"48568"
Xerocrassa caroli,1.46647828,38.91211976,PA,Palaearctic,"48568"
Perforatella rubiginosa,18.6530460149254,53.3772603731343,PA,Palaearctic,"48568"
Paratylenchus macrodorus,45.51578875,33.28855025,PA,Palaearctic,"48568"
Hydatigera taeniaeformis,-57.8211506424242,37.1176187181818,PA,Palaearctic,"48568"
Amanita asteropus,1.33739065384615,46.086613,PA,Palaearctic,"48568"
Hygrophorus roseodiscoideus,-0.616833253164557,42.0604530886076,PA,Palaearctic,"48568"
Hebeloma spoliatum,28.7004797708333,48.1542065208333,PA,Palaearctic,"48568"
Crepidotus carpaticus,3.39755396923077,52.6899858153846,PA,Palaearctic,"48568"
Inocybe obtusiuscula,1.79268244444445,52.1835782222222,PA,Palaearctic,"48568"
Simocybe centunculus,-18.0145824789779,48.8817610034513,PA,Palaearctic,"48568"
Hemimycena subglobispora,10.400525,59.2833672,PA,Palaearctic,"48568"
Leucopaxillus cutefractus,6.08766398076923,52.56676825,PA,Palaearctic,"48568"
Amyloxenasma rallum,-40.2378935,44.9086275,PA,Palaearctic,"48568"
Exidia umbrinella,4.34729511764706,46.0834494117647,PA,Palaearctic,"48568"
Rhizoctonia floccosa,26.5693166666667,40.5974,PA,Palaearctic,"48568"
Peniophorella praetermissa,16.0693133850855,45.5766852970579,PA,Palaearctic,"48568"
Xylodon papillosus,22.1685366363636,44.9191965454545,PA,Palaearctic,"48568"
Jaapia argillacea,-4.64924599565698,55.8884606482853,PA,Palaearctic,"48568"
Antrodia xantha,13.1290757743704,58.1282273611754,PA,Palaearctic,"48568"
Postia rennyi,13.0510188851862,58.3637350616297,PA,Palaearctic,"48568"
Ceriporiopsis guidella,10.2177067272727,60.2147034545455,PA,Palaearctic,"48568"
Leptoporus mollis,15.8532650992008,61.6295872006672,PA,Palaearctic,"48568"
Lactarius subruginosus,6.84653351851852,47.4025464444444,PA,Palaearctic,"48568"
Russula tinctipes,3.19856485714286,46.6190760714286,PA,Palaearctic,"48568"
Sistotremastrum suecicum,-0.0303958683272785,56.7343324556502,PA,Palaearctic,"48568"
Phymatoceros bulbiculosus,-24.9277361467391,37.7418311413043,PA,Palaearctic,"48568"
Andreaeobryum macrosporum,-16.6444641718183,63.858473723157,PA,Palaearctic,"48568"
Cynodontium polycarpum,-1.49236864052288,55.5363507181366,PA,Palaearctic,"48568"
Racomitrium verrucosum,90.8670174666667,28.1557527333333,PA,Palaearctic,"48568"
Eurhynchium flotowianum,12.6674112380952,50.8895354761905,PA,Palaearctic,"48568"
Pseudoscleropodium purum,2.17136319685861,50.9441275998894,PA,Palaearctic,"48568"
Hypnum resupinatum,-2.0689488940486,52.6048557096631,PA,Palaearctic,"48568"
Thamnobryum plicatulum,135.532768152174,33.4523965326087,PA,Palaearctic,"48568"
Tortula caucasica,9.58390022772386,54.3911638200084,PA,Palaearctic,"48568"
Tortula inermis,-41.9171106372181,39.5563375900096,PA,Palaearctic,"48568"
Tortula mucronifera,-26.71166675,35.11750075,PA,Palaearctic,"48568"
Jungermannia gracillima,0.466366879464613,50.4916196893849,PA,Palaearctic,"48568"
Jungermannia jenseniana,15.3861123896104,62.9916856753247,PA,Palaearctic,"48568"
Jungermannia vulcanicola,138.531136225,37.04259925,PA,Palaearctic,"48568"
Plagiochila gollanii,113.272793,30.8349812142857,PA,Palaearctic,"48568"
Metzgeria consanguinea,1.19421103716361,50.0081080335327,PA,Palaearctic,"48568"
Frullania fragilifolia,3.1698516321073,55.4789749304578,PA,Palaearctic,"48568"
Radula holtii,-26.2924064993773,40.2714619750934,PA,Palaearctic,"48568"
Ptilidium ciliare,-6.85693539800373,56.8231871471881,PA,Palaearctic,"48568"
Cavicularia densa,138.091461521277,36.7613300425532,PA,Palaearctic,"48568"
Lunularia cruciata,0.798452747568502,45.2251354903916,PA,Palaearctic,"48568"
Acorus gramineus,113.822957555012,29.4461642800672,PA,Palaearctic,"48568"
Kerriodoxa elegans,0.237738800000001,25.3809423,PA,Palaearctic,"48568"
Allium maximowiczii,125.104982016173,46.746021841189,PA,Palaearctic,"48568"
Dactylorhiza perez-chiscanoi,-5.746,39.856,PA,Palaearctic,"48568"
Ophrys scolopax,2.63317049524656,43.2283340130671,PA,Palaearctic,"48568"
Dioscorea japonica,128.583421148391,33.2172211112623,PA,Palaearctic,"48568"
Japonolirion osense,140.137461886076,39.6480493670886,PA,Palaearctic,"48568"
Festuca quadriflora,7.74241175185994,45.6444793974572,PA,Palaearctic,"48568"
Poa feratiana,-3.71534989956332,41.845264720524,PA,Palaearctic,"48568"
Poa sejuncta,27.5796376666667,45.300169,PA,Palaearctic,"48568"
Zingiber chrysanthum,86.0979155294118,25.4517659411765,PA,Palaearctic,"48568"
Seseli buchtormense,83.6713181354582,44.8701234581673,PA,Palaearctic,"48568"
Vicatia atrosanguinea,77.7011960264901,40.0985062119205,PA,Palaearctic,"48568"
Pittosporum subulisepalum,-44.5624415,41.909213,PA,Palaearctic,"48568"
Centaurea pubescens,-2.57775508219178,34.3497541369863,PA,Palaearctic,"48568"
Centaurea szovitsiana,46.9354423333333,39.575771,PA,Palaearctic,"48568"
Hieracium bindalense,12.7489541935484,65.4837787096774,PA,Palaearctic,"48568"
Hieracium conspurcans,12.4483962307692,62.8699128461538,PA,Palaearctic,"48568"
Leontodon hispidus,7.19831189071669,49.1197482761786,PA,Palaearctic,"48568"
Pilosella fallacina,10.9355706383169,49.961953561325,PA,Palaearctic,"48568"
Pilosella sulphurea,12.41786024,49.94792372,PA,Palaearctic,"48568"
Saussurea alpina,15.2684222532348,63.024815554408,PA,Palaearctic,"48568"
Taraxacum obtusilobum,10.337870627451,56.0953427058824,PA,Palaearctic,"48568"
Taraxacum vulpinum,55.073262,39.1624257142857,PA,Palaearctic,"48568"
Campanula involucrata,38.063261,38.8588476153846,PA,Palaearctic,"48568"
Campanula transtagana,-6.10668310674641,38.0518720679294,PA,Palaearctic,"48568"
Bothriospermum chinense,115.269733350515,37.8095094226804,PA,Palaearctic,"48568"
Eritrichium arctisibiricum,44.0668338888889,71.6455661111111,PA,Palaearctic,"48568"
Trichodesma ehrenbergii,35.2935695294118,28.2557785882353,PA,Palaearctic,"48568"
Cardamine carnosa,21.1849813333333,39.3479073333333,PA,Palaearctic,"48568"
Erysimum canum,37.4345026395349,50.0880523372093,PA,Palaearctic,"48568"
Haloxylon regelii,86.1958584528302,42.5313568679245,PA,Palaearctic,"48568"
Petrosimonia squarrosa,83.569925,44.349275,PA,Palaearctic,"48568"
Suaeda mollis,-0.975185544900561,23.269553109985,PA,Palaearctic,"48568"
Dianthus mercurii,22.70264,38.516945,PA,Palaearctic,"48568"
Gypsophila licentiana,100.945165826087,40.4083918695652,PA,Palaearctic,"48568"
Sagina alexandrae,-0.823056618193893,53.5795978746127,PA,Palaearctic,"48568"
Limonium papillatum,-14.0052856935388,29.1418649260121,PA,Palaearctic,"48568"
Datisca cannabina,42.5569168372093,40.0571122325581,PA,Palaearctic,"48568"
Lonicera tatarinowii,122.822569133333,38.73512944,PA,Palaearctic,"48568"
Impatiens stenosepala,109.860120851351,30.7456270405405,PA,Palaearctic,"48568"
Cyclamen rhodium,21.3728884117647,37.2419207941176,PA,Palaearctic,"48568"
Symplocos tanakana,126.238480067358,34.2257430286574,PA,Palaearctic,"48568"
Astragalus buschiorum,46.6044585789474,42.5983702894737,PA,Palaearctic,"48568"
Astragalus mareoticus,4.67017529868841,29.3393039291608,PA,Palaearctic,"48568"
Astragalus sikokianus,129.614063238095,36.8394210952381,PA,Palaearctic,"48568"
Juglans regia,6.36836548295362,47.4346835421466,PA,Palaearctic,"48568"
Asperula trichodes,48.222745625,40.1389365,PA,Palaearctic,"48568"
Galium boreale,11.0051387638123,55.8318904338702,PA,Palaearctic,"48568"
Galium pusillum,9.56442771830337,48.2176135104492,PA,Palaearctic,"48568"
Galium subuliferum,42.2890542,41.7297063,PA,Palaearctic,"48568"
Geranium sibiricum,61.240673917795,50.6149128881753,PA,Palaearctic,"48568"
Dracocephalum popovii,107.051483333333,53.7986277777778,PA,Palaearctic,"48568"
Anarrhinum duriminium,-7.33131479262787,41.3828113232469,PA,Palaearctic,"48568"
Plantago crassifolia,3.8863948165283,36.5680802258997,PA,Palaearctic,"48568"
Euphorbia resinifera,0.190863961538462,29.0181345769231,PA,Palaearctic,"48568"
Viola diamantiaca,128.326992540881,37.5912464716981,PA,Palaearctic,"48568"
Cistus hybridus,-10.4769021570248,40.0824014132231,PA,Palaearctic,"48568"
Berberis cooperi,89.3882766666667,27.83905525,PA,Palaearctic,"48568"
Corydalis fimbrillifera,72.62,36.5275,PA,Palaearctic,"48568"
Corydalis tarkiensis,47.4710448333333,42.8246078333333,PA,Palaearctic,"48568"
Ranunculus circinans,13.4355226290289,58.9679322717641,PA,Palaearctic,"48568"
Ranunculus submarginatus,87.9983664485981,54.3509508691589,PA,Palaearctic,"48568"
Morus australis,124.421495982632,32.8899424051461,PA,Palaearctic,"48568"
Alchemilla oxysepala,42.7374709444444,42.4853516944444,PA,Palaearctic,"48568"
Dasiphora arbuscula,93.5591454945848,28.8472157978339,PA,Palaearctic,"48568"
Hedlundia subpinnata,9.55468431871044,59.1441704438837,PA,Palaearctic,"48568"
Potentilla nitida,8.60023311898396,45.8390067152406,PA,Palaearctic,"48568"
Prunus griffithii,72.0433333333333,35.6633333333333,PA,Palaearctic,"48568"
Rubus immodicus,6.78912497849462,50.8763971612903,PA,Palaearctic,"48568"
Rubus mortensenii,14.6084750786802,56.3674838045685,PA,Palaearctic,"48568"
Sedum alpestre,6.76861837372485,45.1412077760936,PA,Palaearctic,"48568"
Sedum oligospermum,106.301934670455,30.1561484886364,PA,Palaearctic,"48568"
Saxifraga davidis-webbii,-1.83466666666667,41.7823666666667,PA,Palaearctic,"48568"
Larix decidua,7.65220606656218,49.2418283698027,PA,Palaearctic,"48568"
Pinus pumila,130.98170634734,53.0236146568821,PA,Palaearctic,"48568"
Tsuga forrestii,80.2625340131579,30.3281426842105,PA,Palaearctic,"48568"
Aegapheles rickbruscai,162.230011,-22.8322166,PAC,Pacific (Oceania),"48569"
Callechelys papulosa,167.609333333333,-13.2947333333333,PAC,Pacific (Oceania),"48569"
Ogilbyina salvati,166.346701857143,-22.0788224285714,PAC,Pacific (Oceania),"48569"
Astrodendrum sagaminum,138.454110888889,23.4359258888889,PAC,Pacific (Oceania),"48569"
Gregoia tenera,165.668237222222,-13.6550148888889,PAC,Pacific (Oceania),"48569"
Stomatolina mariei,160.991359142857,-21.4881651428571,PAC,Pacific (Oceania),"48569"
Plectroninia lepidophora,166.479996,-22.459999,PAC,Pacific (Oceania),"48569"
Hyalonema uncinata,166.509995,-21.370001,PAC,Pacific (Oceania),"48569"
