name,centroid_long,centroid_lat,fadaregion,name_2,mrgid
Metabalta tuberculata,-72.9861535714286,-36.9979891428571,NT,Neotropical,"48566"
Scapheremaeus magdalenae,-107.759475666667,23.5133446666667,NT,Neotropical,"48566"
Dicastribates heterotrichus,-83.3609165384615,11.0131216923077,NT,Neotropical,"48566"
Arcoppia brachyramosa,-97.8073244,19.8820718,NT,Neotropical,"48566"
Mastigoproctus colombianus,-73.3737208873239,4.13029364788732,NT,Neotropical,"48566"
Atlantodesmus itapurensis,-51.4096672,-21.6531672,NT,Neotropical,"48566"
Atlantodesmus teresa,-40.75958375,-19.467986,NT,Neotropical,"48566"
Pseudosinella folsomi,-87.4859268518519,21.3784018888889,NT,Neotropical,"48566"
Pseudachorutes simplex,-89.7417016813187,18.2435471831502,NT,Neotropical,"48566"
Calcaritermes temnocephalus,-67.734269,6.23873666666667,NT,Neotropical,"48566"
Diversitermes diversimiles,-45.9257610638298,-14.0201055319149,NT,Neotropical,"48566"
Halocoryza arenaria,-75.8982972222222,22.4371141111111,NT,Neotropical,"48566"
Eburodacrys triocellata,-83.2685591041667,10.2727359375,NT,Neotropical,"48566"
Ptychodes politus,-87.1570318246446,12.3578893507109,NT,Neotropical,"48566"
Epiglyptus costatus,-100.654960405405,19.5957020540541,NT,Neotropical,"48566"
Anomala chapini,-85.2296815416667,13.2100648194444,NT,Neotropical,"48566"
Lispinus catena,-70.1966269052632,-8.64249063859649,NT,Neotropical,"48566"
Loxostethus fasciatus,-78.7781588,21.3058087,NT,Neotropical,"48566"
Doru taeniatum,-92.3877973105893,21.5797074692276,NT,Neotropical,"48566"
Pyragropsis emarginata,-52.206089,1.32512825,NT,Neotropical,"48566"
Pseudoryclus bicolor,-85.9521594,11.7088,NT,Neotropical,"48566"
Exoprosopa minuscula,-77.9985995789474,17.6745097894737,NT,Neotropical,"48566"
Chironomus attenuatus,-73.4935242537313,12.3885810298507,NT,Neotropical,"48566"
Aedes euplocamus,-77.04342738,12.31646338,NT,Neotropical,"48566"
Apocephalus cyathus,-81.3123466631579,8.89470444210526,NT,Neotropical,"48566"
Retrocitomyia mizuguchiana,-57.4052555,-20.62150075,NT,Neotropical,"48566"
Simulium ethelae,-84.2379103485714,10.1477512628571,NT,Neotropical,"48566"
Agallia bidigitata,-84.7033031,10.2993153833333,NT,Neotropical,"48566"
Agrosoma cruciata,-83.481462202454,8.79740134355828,NT,Neotropical,"48566"
Empoasca montana,-75.7402957142857,23.5854085714286,NT,Neotropical,"48566"
Polana pressa,-83.5780048571429,13.4723147142857,NT,Neotropical,"48566"
Darnis trifasciata,-72.3443,5.10942066666667,NT,Neotropical,"48566"
Phytocoris bonaerensis,-60.59455325,-33.83662625,NT,Neotropical,"48566"
Triatoma rubrovaria,-54.4560875769231,-29.014933625,NT,Neotropical,"48566"
Ceratina cyaniventris,-75.3142273472222,19.9530084305556,NT,Neotropical,"48566"
Euglossa cybelia,-81.4749876413638,9.49501182092335,NT,Neotropical,"48566"
Ptiloglossa costaricana,-83.9368953340992,9.72906872155226,NT,Neotropical,"48566"
Pseneo aureolus,-74.3444433333333,-10.4444433333333,NT,Neotropical,"48566"
Polybia emaciata,-81.0919562517986,6.5502538057554,NT,Neotropical,"48566"
Cyphomyrmex vorticis,-79.2234910294118,6.78827872058824,NT,Neotropical,"48566"
Nesomyrmex spininodis,-54.8827525897436,-14.6468098205128,NT,Neotropical,"48566"
Pheidole acamata,-87.514623899529,15.0297312433281,NT,Neotropical,"48566"
Pheidole pepo,-71.996345952381,1.74984061904762,NT,Neotropical,"48566"
Pseudomyrmex alustratus,-70.9040294615385,-10.1734520769231,NT,Neotropical,"48566"
Caenohalictus azarae,-71.7935489565217,-32.9430840869565,NT,Neotropical,"48566"
Clistopyga carvajali,-85.09244075,10.6693428333333,NT,Neotropical,"48566"
Itoplectis marianneae,-84.8713543333333,10.4579135714286,NT,Neotropical,"48566"
Bertholdia specularis,-92.4376979041096,15.8024767123288,NT,Neotropical,"48566"
Pseudosphex kenedyae,-61.3132166153846,10.7073086153846,NT,Neotropical,"48566"
Callipia vicinaria,-77.1310668333333,-1.46442083333333,NT,Neotropical,"48566"
Ennada flavaria,-72.3111714385965,-39.2976895438596,NT,Neotropical,"48566"
Pero gamuza,-79.0785208,-3.988135,NT,Neotropical,"48566"
Metron chrysogastra,-81.2692240983607,8.46742308196721,NT,Neotropical,"48566"
Norape laticosta,-99.37222225,19.24152775,NT,Neotropical,"48566"
Chytonix pyrrha,-56.0897396923077,0.481582923076923,NT,Neotropical,"48566"
Stauropides superba,-59.3793252,6.06802225714286,NT,Neotropical,"48566"
Disphragis sabaria,-52.9298819,4.266906,NT,Neotropical,"48566"
Paramecera xicaque,-99.181663767801,19.6562110460395,NT,Neotropical,"48566"
Lieinix nemesis,-93.2146835321429,15.1161001507143,NT,Neotropical,"48566"
Phasmomantis sumichrasti,-91.1440760485437,19.3476428058252,NT,Neotropical,"48566"
Notiothauma reedi,-70.565481,-30.650477,NT,Neotropical,"48566"
Dicromantispa gracilis,-61.944025534569,6.34822088259813,NT,Neotropical,"48566"
Palaemnema baltodanoi,-84.7958824285714,10.310072,NT,Neotropical,"48566"
Allotruxalis gracilis,-60.9304380655738,-34.8393500163934,NT,Neotropical,"48566"
Locheuma brunneri,-68.5050873,-6.5495725,NT,Neotropical,"48566"
Scaria ferruginea,-63.3191093333333,-3.30286033333333,NT,Neotropical,"48566"
Oreophoetes peruana,-75.1836961764706,-4.30843523529412,NT,Neotropical,"48566"
Polyplax spinulosa,-57.855725920904,22.5112132485876,NT,Neotropical,"48566"
Polygenis bohlsi,-60.032106,4.91762025,NT,Neotropical,"48566"
Centromacronema excisum,-66.7529228333333,-0.8322055,NT,Neotropical,"48566"
Diplectrona chiapensis,-94.1075246,16.3269976,NT,Neotropical,"48566"
Leptonema hamuli,-85.41088068,11.06368412,NT,Neotropical,"48566"
Chimarra braconoides,-58.5845755,4.715835,NT,Neotropical,"48566"
Chimarra purisca,-83.71144,9.567768,NT,Neotropical,"48566"
Zorotypus huxleyi,-65.02125,-4.1590275,NT,Neotropical,"48566"
Johngarthia malpilensis,-81.6004008333333,3.9969155,NT,Neotropical,"48566"
Phyllobates bicolor,-76.3514582325581,5.25903393023256,NT,Neotropical,"48566"
Gastrotheca andaquiensis,-77.6207263846154,0.0848878461538462,NT,Neotropical,"48566"
Bolitoglossa hypacra,-76.0749109111111,6.47987547777778,NT,Neotropical,"48566"
Bolitoglossa robusta,-84.1802642622092,10.0564949823763,NT,Neotropical,"48566"
Chiropterotriton chondrostega,-98.9791773631799,21.3628983414068,NT,Neotropical,"48566"
Dendrotriton cuchumatanus,-91.4675479512195,15.652576,NT,Neotropical,"48566"
Ixalotriton parvus,-94.1866404290903,16.5576088203298,NT,Neotropical,"48566"
Oedipina cyclocauda,-83.7144416461586,10.1789443784138,NT,Neotropical,"48566"
Oedipina ignea,-88.6331643128564,14.35537701182,NT,Neotropical,"48566"
Pseudoeurycea amuzga,-98.6615338571429,17.112315,NT,Neotropical,"48566"
Thorius minydemus,-97.1148610979091,19.6267535049287,NT,Neotropical,"48566"
Caecilia disossea,-72.043091,-0.910660545454545,NT,Neotropical,"48566"
Caecilia gracilis,-39.86573996875,5.57373121875,NT,Neotropical,"48566"
Caecilia guntheri,-76.5875001666667,3.75852508333333,NT,Neotropical,"48566"
Caecilia perdita,-76.8616058,4.5002718,NT,Neotropical,"48566"
Caecilia tentaculata,-65.5300007594937,0.0857333544303796,NT,Neotropical,"48566"
Caecilia thompsoni,-74.4876948888889,5.73967064814815,NT,Neotropical,"48566"
Dermophis mexicanus,-91.5369014799767,15.0924832478211,NT,Neotropical,"48566"
Microcaecilia albiceps,-76.851054,-0.110573125,NT,Neotropical,"48566"
Oscaecilia bassleri,-76.3060522083333,-3.291262375,NT,Neotropical,"48566"
Oscaecilia polyzona,-74.6757337619048,5.8543650952381,NT,Neotropical,"48566"
Accipiter bicolor,-72.8737127945351,-9.91785436775029,NT,Neotropical,"48566"
Buteo ridgwayi,-69.128763879668,18.800326802213,NT,Neotropical,"48566"
Buteogallus meridionalis,-62.4202153880396,-10.2897021203283,NT,Neotropical,"48566"
Gampsonyx swainsonii,-72.3489651845882,4.35802038796256,NT,Neotropical,"48566"
Geranoaetus albicaudatus,-86.9861366172372,16.7429506955038,NT,Neotropical,"48566"
Sarcoramphus papa,-78.7408270829657,6.47334974031758,NT,Neotropical,"48566"
Chloephaga poliocephala,-70.4509186279279,-46.2715128783091,NT,Neotropical,"48566"
Amazilia chionogaster,-67.3165386494845,-18.9651735463918,NT,Neotropical,"48566"
Amazilia franciae,-75.9769346675,3.762194505,NT,Neotropical,"48566"
Anthracothorax nigricollis,-68.9282818556178,0.955454065500012,NT,Neotropical,"48566"
Calliphlox amethystina,-55.0578961655463,-13.7045382200008,NT,Neotropical,"48566"
Chalcostigma heteropogon,-73.7031641030572,4.86079872731755,NT,Neotropical,"48566"
Chalybura buffonii,-75.4273414973324,6.92526726534968,NT,Neotropical,"48566"
Chrysolampis mosquitus,-62.6811183988435,6.12848341056891,NT,Neotropical,"48566"
Colibri serrirostris,-47.5038490789969,-19.0612342357679,NT,Neotropical,"48566"
Cyanophaia bicolor,-61.4937835,15.5246372857143,NT,Neotropical,"48566"
Eulampis holosericeus,-62.9916827464899,16.5172357039117,NT,Neotropical,"48566"
Lampornis sybillae,-86.5276896600719,13.7980566660671,NT,Neotropical,"48566"
Lophornis brachylophus,-100.203176964539,17.3626678510638,NT,Neotropical,"48566"
Metallura odomae,-79.2280990626959,-4.6418065799373,NT,Neotropical,"48566"
Metallura phoebe,-75.8628688309132,-11.2496187566957,NT,Neotropical,"48566"
Phaethornis anthophilus,-74.787843385339,7.7248598005775,NT,Neotropical,"48566"
Polyonymus caroli,-76.4602595305868,-11.5583780212235,NT,Neotropical,"48566"
Thalurania colombica,-80.5087967889662,7.34180575562632,NT,Neotropical,"48566"
Threnetes niger,-57.1926037205882,0.904544455882353,NT,Neotropical,"48566"
Antrostomus vociferus,-99.2195018548387,20.479674594086,NT,Neotropical,"48566"
Hydropsalis maculicaudus,-77.6945217175573,10.0237364351145,NT,Neotropical,"48566"
Nyctiphrynus ocellatus,-61.6282908022222,-13.7342472475,NT,Neotropical,"48566"
Nyctiprogne leucopyga,-60.5526912501818,-7.09543961527273,NT,Neotropical,"48566"
Nyctibius bracteatus,-70.6762819207921,-0.978563849009901,NT,Neotropical,"48566"
Steatornis caripensis,-73.8947123033469,3.08156654929006,NT,Neotropical,"48566"
Columbina passerina,-81.4027569618693,20.5258321240752,NT,Neotropical,"48566"
Leptotila cassini,-84.4374552446585,11.5260434484418,NT,Neotropical,"48566"
Leptotila wellsi,-61.9092165,12.0049888825758,NT,Neotropical,"48566"
Patagioenas nigrirostris,-85.2869155135496,12.0751570231617,NT,Neotropical,"48566"
Uropelia campestris,-55.8759452809547,-15.8526299035306,NT,Neotropical,"48566"
Zenaida meloda,-74.9855085556343,-16.1556574452766,NT,Neotropical,"48566"
Electron platyrhynchum,-80.5625956900547,6.37155506031665,NT,Neotropical,"48566"
Coccycua minuta,-69.3917734432192,-1.21049980026291,NT,Neotropical,"48566"
Coccyzus melacoryphus,-63.3030182247382,-18.7783955725824,NT,Neotropical,"48566"
Coccyzus vetula,-76.5920616034279,18.2199797180851,NT,Neotropical,"48566"
Crotophaga sulcirostris,-88.9680459655709,14.6365901114469,NT,Neotropical,"48566"
Neomorphus geoffroyi,-55.9257576111111,-8.87147161111111,NT,Neotropical,"48566"
Caracara plancus,-75.0190125888586,-2.51872430465319,NT,Neotropical,"48566"
Falco deiroleucus,-72.5976489949239,4.91545235025381,NT,Neotropical,"48566"
Falco rufigularis,-81.1655143432136,8.7061878328444,NT,Neotropical,"48566"
Micrastur gilvicollis,-66.9016924549206,-2.63904701079365,NT,Neotropical,"48566"
Micrastur semitorquatus,-84.1785670776112,9.8590112577341,NT,Neotropical,"48566"
Phalcoboenus albogularis,-70.102880515262,-51.5300522364465,NT,Neotropical,"48566"
Phalcoboenus australis,-60.9583219545852,-52.1181665257642,NT,Neotropical,"48566"
Phalcoboenus carunculatus,-78.1106577078478,-0.176371118906064,NT,Neotropical,"48566"
Chamaepetes unicolor,-84.1255496576952,9.92978104383383,NT,Neotropical,"48566"
Ortalis canicollis,-59.9379211137889,-22.7177150446721,NT,Neotropical,"48566"
Pipile jacutinga,-51.3772743359925,-24.9885919741905,NT,Neotropical,"48566"
Callipepla douglasii,-106.973320006419,24.1902027726175,NT,Neotropical,"48566"
Odontophorus balliviani,-71.2908063197279,-13.5865258809524,NT,Neotropical,"48566"
Odontophorus capueira,-48.1272811760479,-23.9308394307385,NT,Neotropical,"48566"
Odontophorus dialeucos,-77.3022269090909,8.16054781818182,NT,Neotropical,"48566"
Aramides albiventris,-88.3142157953522,15.2240151627564,NT,Neotropical,"48566"
Porzana fasciata,-74.4483056824085,-3.97280236599764,NT,Neotropical,"48566"
Haplochelidon andecola,-70.3885832546341,-16.2152893196098,NT,Neotropical,"48566"
Molothrus aeneus,-95.7713142443307,22.0659690067263,NT,Neotropical,"48566"
Pteroptochos megapodius,-70.7601175696573,-32.9638721221473,NT,Neotropical,"48566"
Ramphocelus icteronotus,-77.2595461679894,4.08635931525573,NT,Neotropical,"48566"
Campylorhynchus albobrunneus,-77.4904458910542,6.76444056562573,NT,Neotropical,"48566"
Microcerculus philomela,-85.5635672338105,11.6303444251578,NT,Neotropical,"48566"
Turdus rufitorques,-91.1848340458669,15.305610140653,NT,Neotropical,"48566"
Myiodynastes luteiventris,-93.5455110449615,18.2222551537054,NT,Neotropical,"48566"
Phoenicoparrus andinus,-67.0797358721184,-23.0158746102888,NT,Neotropical,"48566"
Phoenicoparrus jamesi,-67.4890181940171,-22.6974550672365,NT,Neotropical,"48566"
Phoenicopterus chilensis,-60.239199341571,-24.3697133638978,NT,Neotropical,"48566"
Bucco macrodactylus,-76,-10,NT,Neotropical,"48566"
Malacoptila striata,-45.4725370684368,-22.0914995320796,NT,Neotropical,"48566"
Nystalus chacuru,-50.9361088688326,-20.2152198014002,NT,Neotropical,"48566"
Galbula leucogastra,-62.4899650293482,-2.14595619616929,NT,Neotropical,"48566"
Campephilus haematogaster,-77.4216933818616,0.0900944505966587,NT,Neotropical,"48566"
Piculus chrysochloros,-61.9547930754148,-10.7282662747419,NT,Neotropical,"48566"
Picumnus cirratus,-52.3239427600574,-24.6448597584804,NT,Neotropical,"48566"
Capito wallacei,-76.0931127859779,-7.48633565682657,NT,Neotropical,"48566"
Amazona albifrons,-89.2222989204281,15.7680986490392,NT,Neotropical,"48566"
Amazona pretrei,-50.6386631109155,-28.3316612341549,NT,Neotropical,"48566"
Ara severus,-70.0228135766527,1.23931119687112,NT,Neotropical,"48566"
Aratinga wagleri,-74.674160810128,4.96151089367661,NT,Neotropical,"48566"
Brotogeris pyrrhoptera,-79.8801432968308,-2.79885518477646,NT,Neotropical,"48566"
Enicognathus ferrugineus,-71.5341568665627,-44.4424338814396,NT,Neotropical,"48566"
Hapalopsittaca amazonina,-74.845765588125,5.50131268,NT,Neotropical,"48566"
Pionus chalcopterus,-77.3321438877206,2.12704085607101,NT,Neotropical,"48566"
Pyrrhura egregia,-61.3234746217391,5.52986600869565,NT,Neotropical,"48566"
Aegolius harrisii,-61.2319781524008,-16.0047379780793,NT,Neotropical,"48566"
Asio clamator,-70.5212714316947,-4.81199068777333,NT,Neotropical,"48566"
Glaucidium costaricanum,-83.62727794371,9.515740908742,NT,Neotropical,"48566"
Glaucidium minutissimum,-49.4302385385906,-15.7962149337044,NT,Neotropical,"48566"
Megascops atricapilla,-47.1301146914839,-23.1795589194289,NT,Neotropical,"48566"
Megascops koepckeae,-76.0808393076923,-9.21499635524476,NT,Neotropical,"48566"
Pulsatrix melanota,-76.2680647731023,-3.30104890869087,NT,Neotropical,"48566"
Crypturellus atrocapillus,-70.7997059895151,-12.5727712437746,NT,Neotropical,"48566"
Crypturellus berlepschi,-77.5211082038601,3.69609276718938,NT,Neotropical,"48566"
Crypturellus boucardi,-88.4958554555634,15.1937496502613,NT,Neotropical,"48566"
Crypturellus brevirostris,-58.8287446419753,-0.274310851851852,NT,Neotropical,"48566"
Crypturellus erythropus,-65.6575244641667,8.06835702583333,NT,Neotropical,"48566"
Crypturellus obsoletus,-51.7264770337847,-21.9818745787791,NT,Neotropical,"48566"
Crypturellus ptaritepui,-61.5598504848485,5.89346296969697,NT,Neotropical,"48566"
Crypturellus strigulosus,-58.7010510822123,-9.46051563714499,NT,Neotropical,"48566"
Crypturellus tataupa,-56.5291413337035,-22.6528313374048,NT,Neotropical,"48566"
Crypturellus variegatus,-60.0072694423815,-4.05011603515287,NT,Neotropical,"48566"
Nothoprocta curvirostris,-78.1558882798574,-3.32631193761141,NT,Neotropical,"48566"
Nothoprocta ornata,-69.5492348731109,-18.2388186552609,NT,Neotropical,"48566"
Nothoprocta taczanowskii,-72.1757603461539,-13.3748801993007,NT,Neotropical,"48566"
Nothura maculosa,-57.7838132113923,-30.7979934019017,NT,Neotropical,"48566"
Rhynchotus maculicollis,-65.3355097939012,-23.774675639327,NT,Neotropical,"48566"
Tinamus guttatus,-69.2594075025023,-6.12064871701547,NT,Neotropical,"48566"
Tinamus osgoodi,-75.453578334873,-2.63693630484988,NT,Neotropical,"48566"
Tinamus solitarius,-46.9865747909924,-23.57449625814,NT,Neotropical,"48566"
Tinamus tao,-67.4280125706548,-6.66956717479074,NT,Neotropical,"48566"
Pharomachrus auriceps,-77.0535377159147,0.348384006596028,NT,Neotropical,"48566"
Pharomachrus fulgidus,-72.2575885122007,10.8962379402509,NT,Neotropical,"48566"
Pharomachrus mocinno,-85.3657558082166,10.901050553242,NT,Neotropical,"48566"
Priotelus temnurus,-81.282336817108,22.2021114596114,NT,Neotropical,"48566"
Trogon citreolus,-102.278963718332,19.4032952045206,NT,Neotropical,"48566"
Trogon collaris,-81.8415967671066,8.78009027475068,NT,Neotropical,"48566"
Trogon comptus,-78.3460999502354,1.27554685989688,NT,Neotropical,"48566"
Trogon curucui,-63.9356472759326,-12.0450815736106,NT,Neotropical,"48566"
Trogon massena,-84.4910626490521,11.8075913547199,NT,Neotropical,"48566"
Trogon melanocephalus,-88.0455464735955,15.5206547609239,NT,Neotropical,"48566"
Trogon personatus,-76.1822156132024,1.2025234404324,NT,Neotropical,"48566"
Mazama americana,-63.5864939382829,-2.31516612221105,NT,Neotropical,"48566"
Pudu puda,-72.8800135847738,-39.6865331238381,NT,Neotropical,"48566"
Cerdocyon thous,-67.6619300904715,-3.33502397645305,NT,Neotropical,"48566"
Chrysocyon brachyurus,-56.0815136535851,-24.1744881175358,NT,Neotropical,"48566"
Lycalopex gymnocercus,-68.2783541093593,-33.5230240211301,NT,Neotropical,"48566"
Leopardus guigna,-72.8387375518614,-38.6249527734071,NT,Neotropical,"48566"
Panthera onca,-77.1288274928179,7.7629278630645,NT,Neotropical,"48566"
Spilogale angustifrons,-94.6079740459438,18.173448277801,NT,Neotropical,"48566"
Cynomops greenhalli,-75.2098845849057,10.2876447735849,NT,Neotropical,"48566"
Platalina genovensium,-74.293491,-14.286370203125,NT,Neotropical,"48566"
Myotis martiniquensis,-60.0384825555556,13.4878814444444,NT,Neotropical,"48566"
Cabassous centralis,-76.59168024248,8.06857423703997,NT,Neotropical,"48566"
Cabassous tatouay,-50.936046925,-25.731223275,NT,Neotropical,"48566"
Cabassous unicinctus,-71.0317719900332,-1.68642211295681,NT,Neotropical,"48566"
Calyptophractus retusus,-62.0754458333333,-19.5628791666667,NT,Neotropical,"48566"
Chaetophractus nationi,-67.1915526666667,-16.192511,NT,Neotropical,"48566"
Chlamyphorus truncatus,-67.0943922542373,-33.7210289491525,NT,Neotropical,"48566"
Dasypus hybridus,-58.8787525172414,-31.2522955402299,NT,Neotropical,"48566"
Dasypus kappleri,-64.6124682763636,2.90736470181818,NT,Neotropical,"48566"
Dasypus pilosus,-76.3253438888889,-9.21718755555556,NT,Neotropical,"48566"
Dasypus sabanicola,-71.7805230882353,4.60250167647059,NT,Neotropical,"48566"
Tolypeutes matacus,-64.3958467205882,-19.9668722904412,NT,Neotropical,"48566"
Caluromys derbianus,-85.0613420961977,11.0190890403663,NT,Neotropical,"48566"
Chironectes minimus,-75.8405956454347,3.10280016827073,NT,Neotropical,"48566"
Cryptonanus unduaviensis,-63.3018888888889,-14.4603793333333,NT,Neotropical,"48566"
Didelphis albiventris,-58.2831559963118,-24.3931770728296,NT,Neotropical,"48566"
Gracilinanus dryas,-71.8911153846154,7.74403846153846,NT,Neotropical,"48566"
Gracilinanus microtarsus,-43.9955276854297,-21.8739917864066,NT,Neotropical,"48566"
Marmosa murina,-58.6398249528037,-2.84946830578497,NT,Neotropical,"48566"
Marmosa quichua,-72.26007,-11.673265,NT,Neotropical,"48566"
Marmosa xerophila,-71.4910443345725,11.2840323197026,NT,Neotropical,"48566"
Marmosops handleyi,-75.332169,7.03993366666667,NT,Neotropical,"48566"
Micoureus demerarae,-59.8005708013544,-3.15394244469526,NT,Neotropical,"48566"
Monodelphis dimidiata,-59.0121305074627,-34.943665119403,NT,Neotropical,"48566"
Monodelphis osgoodi,-70.7552134166667,-13.69522125,NT,Neotropical,"48566"
Monodelphis palliolata,-68.5859258730159,10.1451257142857,NT,Neotropical,"48566"
Monodelphis scalops,-49.5587885555556,-23.6534651851852,NT,Neotropical,"48566"
Monodelphis touan,-52.0230364705882,0.75688,NT,Neotropical,"48566"
Philander mcilhennyi,-71.9303265111111,-8.53527855555556,NT,Neotropical,"48566"
Lepus flavigularis,-95.0275896974983,16.4108405357706,NT,Neotropical,"48566"
Sylvilagus dicei,-83.6214018548803,9.5471943378466,NT,Neotropical,"48566"
Caenolestes caniventer,-79.1309868014413,-5.52158409454423,NT,Neotropical,"48566"
Caenolestes condorensis,-78.3988873333333,-3.45055533333333,NT,Neotropical,"48566"
Caenolestes convelatus,-76.5165398913044,4.83651210869565,NT,Neotropical,"48566"
Caenolestes fuliginosus,-76.1633542656826,2.9460975646706,NT,Neotropical,"48566"
Lestoros inca,-71.4762232543494,-13.233953812263,NT,Neotropical,"48566"
Rhyncholestes raphanurus,-72.7105446153846,-41.3090336666667,NT,Neotropical,"48566"
Tapirus pinchaque,-76.4502873347108,2.43384552066116,NT,Neotropical,"48566"
Tapirus terrestris,-61.1985225622981,-8.83228065906334,NT,Neotropical,"48566"
Bradypus pygmaeus,-81.5087514,9.0982754,NT,Neotropical,"48566"
Bradypus torquatus,-41.3282203095238,-18.5683461904762,NT,Neotropical,"48566"
Bradypus tridactylus,-55.4208642607527,2.92292447849462,NT,Neotropical,"48566"
Bradypus variegatus,-75.8808604966609,5.54026540257707,NT,Neotropical,"48566"
Cyclopes didactylus,-69.1719810316122,5.26317836812595,NT,Neotropical,"48566"
Choloepus hoffmanni,-80.5019137824766,8.25982296366553,NT,Neotropical,"48566"
Myrmecophaga tridactyla,-65.7701425038947,-3.97395654618917,NT,Neotropical,"48566"
Tamandua mexicana,-81.3882988885094,10.3318896079934,NT,Neotropical,"48566"
Tamandua tetradactyla,-66.0090346060533,-4.78775260611282,NT,Neotropical,"48566"
Aotus trivirgatus,-73.6966327141819,3.57367133556753,NT,Neotropical,"48566"
Alouatta palliata,-83.6413140271515,8.93429108584635,NT,Neotropical,"48566"
Lagothrix flavicauda,-77.6509492264151,-6.39019162264151,NT,Neotropical,"48566"
Callithrix geoffroyi,-40.6758689924242,-19.0611120530303,NT,Neotropical,"48566"
Leontocebus nigricollis,-72.0717012299873,-2.82141162388818,NT,Neotropical,"48566"
Leontocebus nigrifrons,-71.9952392857143,-3.82142842857143,NT,Neotropical,"48566"
Saguinus inustus,-71.344325125,1.423207375,NT,Neotropical,"48566"
Cebus cuscinus,-75.9424307540984,-2.15026506557377,NT,Neotropical,"48566"
Cebus leucocephalus,-72.099998,9.85,NT,Neotropical,"48566"
Saguinus midas,-53.1430266121128,4.28179813915858,NT,Neotropical,"48566"
Saimiri ustus,-59.0796856086957,-4.84947552173913,NT,Neotropical,"48566"
Saimiri vanzolinii,-64.944249,-3.03909142857143,NT,Neotropical,"48566"
Oryzomys chapmani,-97.3625612844,18.3706400588686,NT,Neotropical,"48566"
Phyllotis caprinus,-65.1856382727273,-22.0759074772727,NT,Neotropical,"48566"
Olallamys albicauda,-74.096652185567,5.0407324742268,NT,Neotropical,"48566"
Amphisbaena prunicolor,-52.6858260422535,-27.6053224788732,NT,Neotropical,"48566"
Drymobius margaritiferus,-93.3029064430881,17.6742692714534,NT,Neotropical,"48566"
Anolis conspersus,-81.3587129706088,19.3265203672299,NT,Neotropical,"48566"
Anolis microtus,-83.402421120551,9.50499553024762,NT,Neotropical,"48566"
Dipsas oneilli,-78.0389256666667,-7.433379,NT,Neotropical,"48566"
Sibon nebulatus,-79.6005392817171,9.30645556481282,NT,Neotropical,"48566"
Typhlops rostellatus,-66.1208165454545,18.3571472181818,NT,Neotropical,"48566"
Schasicheila fragilis,-98.8029107142857,23.8671417142857,NT,Neotropical,"48566"
Tudora megacheilos,-69.1569616071429,12.61017375,NT,Neotropical,"48566"
Naesiotus oxylabris,-65.2595498888889,-29.6071766666667,NT,Neotropical,"48566"
Cerion dallii,-73.5632424814815,21.2156966666667,NT,Neotropical,"48566"
Steeriana cajamarcana,-77.8036515,-7.41445425,NT,Neotropical,"48566"
Linisa suprazonata,-102.472815428571,19.6816787142857,NT,Neotropical,"48566"
Milnesium kogui,-74.081413,11.0954448571429,NT,Neotropical,"48566"
Lentinus tricholoma,-42.0279397586864,6.80221725249787,NT,Neotropical,"48566"
Phaeoceros dendroceroides,-72.3986115,-38.8576365,NT,Neotropical,"48566"
Leiosporoceros dussii,-70.2031523636364,11.5330665454545,NT,Neotropical,"48566"
Breutelia polygastrica,-70.0666541666667,-9.72670066025641,NT,Neotropical,"48566"
Acidodontium pallidum,-66.4730695882353,-17.2508477058824,NT,Neotropical,"48566"
Mielichhoferia julacea,-66.2722223333333,-17.2388886666667,NT,Neotropical,"48566"
Octoblepharum albidum,-37.0851666718784,1.33204682145483,NT,Neotropical,"48566"
Octoblepharum ampullaceum,-60.5534705294118,-6.54778835294118,NT,Neotropical,"48566"
Lepidopilum diaphanum,-78.6103010654206,6.95555048598131,NT,Neotropical,"48566"
Leskea leucostega,-93.2252392857143,19.7745928571429,NT,Neotropical,"48566"
Hypnella guayanensis,-57.6089279259259,4.42803551851852,NT,Neotropical,"48566"
Sphaerotheciella pachycarpa,-92.4695984210526,16.4347137894737,NT,Neotropical,"48566"
Orthostichopsis tetragona,-77.4437536332424,10.0195163051083,NT,Neotropical,"48566"
Orthotrichum laxifolium,-73.8399074705882,-10.7322698235294,NT,Neotropical,"48566"
Neesioscyphus homophyllus,-46.6926900689655,-20.4100576206897,NT,Neotropical,"48566"
Gymnomitrion miniatum,-76.4299368333333,6.20655191666667,NT,Neotropical,"48566"
Plagiochila permista,-83.1180167857143,9.7096875,NT,Neotropical,"48566"
Pleurozia paradoxa,-73.4861153170732,-6.48193563414634,NT,Neotropical,"48566"
Porella leiboldii,-88.4427349787234,13.0281124893617,NT,Neotropical,"48566"
Anthurium arusiense,-77.3633174285714,5.67552328571429,NT,Neotropical,"48566"
Anthurium erythrospadix,-41.7891586923077,-20.4580700769231,NT,Neotropical,"48566"
Monstera glaucescens,-83.6465261092437,10.3832393697479,NT,Neotropical,"48566"
Philodendron lindenii,-71.5335848285714,8.9755658,NT,Neotropical,"48566"
Philodendron rudgeanum,-48.2813000286906,-3.61219630608149,NT,Neotropical,"48566"
Philodendron tricostatum,-76.9305004615385,4.09845161538462,NT,Neotropical,"48566"
Taccarum weddellianum,-60.308310765625,-14.6475763359375,NT,Neotropical,"48566"
